# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# FX        : Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak / Maximum wind gust (in 0.1 m/s) during the hourly division
# SQ        : Duur van de zonneschijn (in 0.1 uren) per uurvak; berekend uit globale straling  (-1 for <0.05 uur) / Sunshine duration (in 0.1 hour) during the hourly division; calculated from global radiation (-1 for <0.05 hour)
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,   HH,    T, T10N,   TD,   DR,   RH,   DD,   FH,   FF,   FX,   SQ,    Q
  260,20210416,    8,   77,     ,    2,    0,    0,   30,   40,   30,   60,   10,  140
  260,20210416,    9,   88,     ,    2,    0,    0,  360,   30,   30,   60,   10,  192
  260,20210416,   10,  101,     ,   -5,    0,    0,   60,   40,   50,   80,   10,  234
  260,20210416,   11,  102,     ,  -11,    0,    0,   10,   40,   40,   80,    9,  257
  260,20210416,   12,  110,  -18,   -8,    0,    0,   10,   40,   40,   80,    8,  230
  260,20210416,   13,  116,     ,    0,    0,    0,   10,   40,   50,   80,    9,  227
  260,20210416,   14,  108,     ,   -8,    0,    0,   30,   40,   50,  100,    9,  205
  260,20210416,   15,  113,     ,   -5,    0,    0,   10,   50,   60,  100,   10,  183
  260,20210416,   16,  113,     ,   -1,    0,    0,   20,   60,   50,  100,   10,  152
  260,20210416,   17,  105,     ,   13,    0,    0,  350,   60,   60,  100,   10,   96
  260,20210416,   18,   97,   86,   18,    0,    0,  350,   50,   40,  100,   10,   41
  260,20210416,   19,   86,     ,   17,    0,    0,  360,   40,   40,   80,    0,    5
  260,20210416,   20,   78,     ,    5,    0,    0,   20,   40,   40,   70,    0,    0
  260,20210416,   21,   69,     ,    2,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210416,   22,   59,     ,    2,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210416,   23,   53,     ,    5,    0,    0,   10,   30,   30,   50,    0,    0
  260,20210416,   24,   46,   29,    7,    0,    0,   10,   30,   30,   50,    0,    0
  260,20210417,    1,   39,     ,    3,    0,    0,   10,   30,   20,   50,    0,    0
  260,20210417,    2,   28,     ,    0,    0,    0,  360,   20,   20,   40,    0,    0
  260,20210417,    3,   21,     ,    2,    0,    0,  350,   20,   30,   40,    0,    0
  260,20210417,    4,    9,     ,    0,    0,    0,  350,   20,   10,   30,    0,    0
  260,20210417,    5,    1,     ,   -5,    0,    0,  350,   20,   20,   20,    0,    1
  260,20210417,    6,   33,  -29,   20,    0,    0,  350,   20,   10,   30,    8,   26
  260,20210417,    7,   63,     ,   20,    0,    0,  350,   20,   20,   40,   10,   82
  260,20210417,    8,   88,     ,   19,    0,    0,  360,   30,   40,   60,   10,  142
  260,20210417,    9,   96,     ,   10,    0,    0,  340,   40,   50,   80,   10,  217
  260,20210417,   10,  109,     ,    8,    0,    0,   30,   50,   50,   80,   10,  257
  260,20210417,   11,  112,     ,   -1,    0,    0,   30,   50,   50,   80,   10,  269
  260,20210417,   12,  117,   21,   10,    0,    0,   10,   40,   40,   80,    9,  262
  260,20210417,   13,  110,     ,   10,    0,    0,  350,   50,   60,   90,    7,  218
  260,20210417,   14,  114,     ,   14,    0,    0,   20,   40,   40,   80,    9,  206
  260,20210417,   15,  113,     ,   10,    0,    0,  340,   40,   50,   80,    9,  180
  260,20210417,   16,  112,     ,    9,    0,    0,  350,   50,   40,   80,   10,  151
  260,20210417,   17,  102,     ,    6,    0,    0,  360,   50,   50,   80,   10,   85
  260,20210417,   18,   92,   81,   13,    0,    0,  360,   40,   40,   80,   10,   34
  260,20210417,   19,   80,     ,   11,    0,    0,  360,   30,   30,   70,    0,    3
  260,20210417,   20,   70,     ,   24,    0,    0,  360,   30,   30,   50,    0,    0
  260,20210417,   21,   59,     ,   33,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210417,   22,   51,     ,   36,    0,    0,  330,   20,   20,   30,    0,    0
  260,20210417,   23,   46,     ,   28,    0,    0,  320,   20,   20,   40,    0,    0
  260,20210417,   24,   43,   20,   27,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210418,    1,   33,     ,   23,    0,    0,  340,   20,   10,   40,    0,    0
  260,20210418,    2,   16,     ,   12,    0,    0,  340,   20,   10,   30,    0,    0
  260,20210418,    3,    4,     ,    3,    0,    0,  340,   10,   10,   20,    0,    0
  260,20210418,    4,    1,     ,    1,    0,    0,   20,   10,   10,   10,    0,    0
  260,20210418,    5,   13,     ,   10,    0,    0,    0,    0,    0,   10,    0,    1
  260,20210418,    6,   39,  -29,   36,    0,    0,  300,   10,   10,   20,    0,   15
  260,20210418,    7,   50,     ,   48,    0,    0,  320,   10,   20,   30,    0,   40
  260,20210418,    8,   55,     ,   50,    0,    0,  310,   20,   20,   30,    0,   66
  260,20210418,    9,   81,     ,   52,    0,    0,  330,   20,   20,   40,    5,  149
  260,20210418,   10,  104,     ,   45,    0,    0,  330,   20,   20,   40,   10,  235
  260,20210418,   11,  122,     ,   42,    0,    0,  320,   20,   20,   40,   10,  264
  260,20210418,   12,  132,   41,   34,    0,    0,  310,   30,   30,   50,   10,  274
  260,20210418,   13,  142,     ,   33,    0,    0,  320,   40,   40,   70,   10,  287
  260,20210418,   14,  152,     ,   32,    0,    0,  330,   40,   40,   60,    8,  234
  260,20210418,   15,  151,     ,   31,    0,    0,  340,   30,   30,   70,    8,  187
  260,20210418,   16,  149,     ,   35,    0,    0,  330,   30,   30,   60,   10,  154
  260,20210418,   17,  144,     ,   53,    0,    0,  330,   30,   30,   60,   10,   93
  260,20210418,   18,  130,  119,   57,    0,    0,  340,   30,   20,   60,   10,   40
  260,20210418,   19,  110,     ,   54,    0,    0,  320,   20,   20,   50,    0,    5
  260,20210418,   20,   88,     ,   50,    0,    0,  320,   20,   20,   40,    0,    0
  260,20210418,   21,   83,     ,   50,    0,    0,  320,   20,   20,   30,    0,    0
  260,20210418,   22,   82,     ,   43,    0,    0,  330,   30,   30,   50,    0,    0
  260,20210418,   23,   73,     ,   43,    0,    0,  340,   20,   20,   40,    0,    0
  260,20210418,   24,   64,   44,   44,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210419,    1,   63,     ,   50,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210419,    2,   47,     ,   40,    0,    0,  320,   20,   20,   30,    0,    0
  260,20210419,    3,   51,     ,   48,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210419,    4,   52,     ,   50,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210419,    5,   52,     ,   48,    0,    0,  350,   20,   30,   40,    0,    1
  260,20210419,    6,   59,   15,   58,    0,    0,  330,   20,   20,   40,    0,    8
  260,20210419,    7,   67,     ,   65,    0,   -1,   40,   20,   20,   30,    0,   19
  260,20210419,    8,   80,     ,   69,    0,   -1,   60,   20,   20,   40,    1,   68
  260,20210419,    9,  101,     ,   72,    0,    0,   30,   20,   20,   30,    3,  120
  260,20210419,   10,  117,     ,   81,    0,    0,   90,   20,   30,   60,    3,  153
  260,20210419,   11,  123,     ,   62,    0,    0,   90,   30,   30,   80,    2,  154
  260,20210419,   12,  130,   60,   64,    0,    0,   70,   40,   30,   60,    2,  139
  260,20210419,   13,  138,     ,   61,    0,    0,   80,   30,   40,   60,    7,  209
  260,20210419,   14,  135,     ,   60,    0,    0,  120,   30,   30,   60,    0,   76
  260,20210419,   15,  130,     ,   74,    0,    0,  170,   30,   20,   60,    1,   90
  260,20210419,   16,  132,     ,   71,    0,    0,  130,   30,   30,   50,    5,  120
  260,20210419,   17,  130,     ,   59,    0,    0,  150,   20,   20,   40,    6,   87
  260,20210419,   18,  126,  114,   60,    0,    0,    0,   10,    0,   30,    0,   23
  260,20210419,   19,  100,     ,   70,    0,    0,  160,   10,   10,   10,    2,    4
  260,20210419,   20,   74,     ,   65,    0,    0,    0,    0,    0,   10,    0,    0
  260,20210419,   21,   62,     ,   57,    0,    0,  160,   10,   10,   10,    0,    0
  260,20210419,   22,   57,     ,   53,    0,    0,   10,   10,   10,   10,    0,    0
  260,20210419,   23,   49,     ,   47,    0,    0,   30,   10,   10,   20,    0,    0
  260,20210419,   24,   46,    8,   41,    0,    0,   40,   10,   10,   20,    0,    0
  260,20210420,    1,   53,     ,   50,    0,    0,   60,   10,   10,   20,    0,    0
  260,20210420,    2,   56,     ,   51,    0,    0,   60,   10,   10,   20,    0,    0
  260,20210420,    3,   42,     ,   41,    0,    0,   50,   10,   10,   10,    0,    0
  260,20210420,    4,   31,     ,   30,    0,    0,   70,   10,   10,   20,    0,    0
  260,20210420,    5,   29,     ,   26,    0,    0,   50,   10,   10,   20,    0,    2
  260,20210420,    6,   60,   -7,   50,    0,    0,   40,   10,   20,   30,   10,   29
  260,20210420,    7,   99,     ,   50,    0,    0,   80,   10,   10,   20,   10,   84
  260,20210420,    8,  126,     ,   50,    0,    0,  150,   10,   10,   20,   10,  141
  260,20210420,    9,  146,     ,   51,    0,    0,  140,   10,   10,   30,   10,  194
  260,20210420,   10,  158,     ,   45,    0,    0,  210,   20,   20,   60,   10,  241
  260,20210420,   11,  156,     ,   46,    0,    0,  210,   10,   20,   50,    1,  139
  260,20210420,   12,  169,   54,   45,    0,    0,  990,   20,   10,   40,    5,  202
  260,20210420,   13,  163,     ,   52,    0,    0,  360,   20,   20,   40,    2,  142
  260,20210420,   14,  163,     ,   49,    0,    0,  320,   20,   20,   40,    0,   98
  260,20210420,   15,  165,     ,   53,    0,    0,  320,   20,   20,   50,    5,  150
  260,20210420,   16,  160,     ,   48,    0,    0,  360,   30,   30,   60,    0,   60
  260,20210420,   17,  158,     ,   50,    0,    0,  320,   20,   20,   40,    0,   40
  260,20210420,   18,  149,  129,   56,    0,    0,   20,   20,   20,   40,    8,   33
  260,20210420,   19,  127,     ,   62,    0,    0,   20,   30,   20,   50,    2,    5
  260,20210420,   20,  105,     ,   61,    0,    0,  360,   20,   10,   40,    0,    0
  260,20210420,   21,   97,     ,   53,    0,    0,  340,   20,   20,   30,    0,    0
  260,20210420,   22,   73,     ,   50,    0,    0,  340,   20,   10,   30,    0,    0
  260,20210420,   23,   73,     ,   48,    0,    0,  340,   20,   20,   30,    0,    0
  260,20210420,   24,   51,   14,   41,    0,    0,  340,   20,   20,   30,    0,    0
  260,20210421,    1,   42,     ,   38,    0,    0,  330,   10,   10,   20,    0,    0
  260,20210421,    2,   37,     ,   34,    0,    0,  320,   10,   10,   20,    0,    0
  260,20210421,    3,   53,     ,   49,    0,    0,  320,   20,   30,   30,    0,    0
  260,20210421,    4,   58,     ,   53,    0,    0,  330,   20,   20,   40,    0,    0
  260,20210421,    5,   59,     ,   54,    0,    0,  330,   20,   30,   40,    0,    3
  260,20210421,    6,   76,   -2,   62,    0,    0,  340,   30,   30,   40,    8,   31
  260,20210421,    7,   93,     ,   63,    0,    0,  350,   30,   30,   50,    7,   74
  260,20210421,    8,  113,     ,   64,    0,    0,  350,   40,   40,   80,   10,  133
  260,20210421,    9,  120,     ,   64,    0,    0,  360,   50,   50,   90,    9,  188
  260,20210421,   10,  112,     ,   66,    0,    0,  360,   60,   60,   90,    6,  198
  260,20210421,   11,  108,     ,   61,    0,    0,  360,   60,   60,  100,    1,  135
  260,20210421,   12,  120,   71,   49,    0,    0,   10,   60,   60,  110,    4,  197
  260,20210421,   13,  124,     ,   45,    0,    0,  360,   60,   50,  100,    8,  232
  260,20210421,   14,  122,     ,   34,    0,    0,  360,   50,   50,   90,   10,  240
  260,20210421,   15,  112,     ,   26,    0,    0,  350,   60,   70,  100,   10,  214
  260,20210421,   16,  106,     ,   13,    0,    0,  360,   60,   70,  120,   10,  165
  260,20210421,   17,   95,     ,    7,    0,    0,  360,   70,   70,  120,   10,  110
  260,20210421,   18,   85,   79,    9,    0,    0,  360,   60,   60,  120,   10,   51
  260,20210421,   19,   73,     ,    7,    0,    0,  360,   50,   40,  100,    2,    5
  260,20210421,   20,   65,     ,    1,    0,    0,   10,   40,   40,   80,    0,    0
  260,20210421,   21,   59,     ,    0,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210421,   22,   51,     ,   -2,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210421,   23,   38,     ,   -1,    0,    0,   20,   20,   20,   50,    0,    0
  260,20210421,   24,   34,   -9,    2,    0,    0,   40,   20,   10,   30,    0,    0
  260,20210422,    1,   42,     ,    7,    0,    0,   10,   10,   10,   20,    0,    0
  260,20210422,    2,   31,     ,    5,    0,    0,  300,   10,   10,   30,    0,    0
  260,20210422,    3,   34,     ,   11,    0,    0,  330,   10,   10,   20,    0,    0
  260,20210422,    4,   50,     ,    5,    0,    0,  330,   20,   20,   50,    0,    0
  260,20210422,    5,   51,     ,    3,    0,    0,  310,   20,   20,   40,    0,    2
  260,20210422,    6,   62,    2,    1,    0,    0,  330,   20,   30,   60,    0,   22
  260,20210422,    7,   68,     ,   -5,    0,    0,  340,   30,   40,   70,    0,   48
  260,20210422,    8,   81,     ,    2,    0,    0,  360,   40,   30,   70,    1,   87
  260,20210422,    9,   80,     ,   -2,    0,    0,  350,   40,   50,   80,    1,  113
  260,20210422,   10,   88,     ,    0,    0,    0,  360,   40,   40,   80,    4,  156
  260,20210422,   11,  100,     ,   -3,    0,    0,  340,   40,   40,   80,    8,  257
  260,20210422,   12,  105,   59,    6,    0,    0,  320,   40,   50,   80,   10,  278
  260,20210422,   13,  110,     ,    9,    0,    0,  330,   40,   50,   80,   10,  267
  260,20210422,   14,  110,     ,    6,    0,    0,  350,   40,   40,   80,   10,  261
  260,20210422,   15,  107,     ,   13,    0,    0,  350,   40,   50,   80,   10,  205
  260,20210422,   16,  105,     ,    8,    0,    0,  350,   40,   50,   80,   10,  166
  260,20210422,   17,   96,     ,   14,    0,    0,  360,   50,   50,   90,   10,  105
  260,20210422,   18,   85,   79,   12,    0,    0,  360,   40,   50,   90,   10,   50
  260,20210422,   19,   74,     ,   12,    0,    0,   30,   40,   30,   70,    2,    8
  260,20210422,   20,   65,     ,   12,    0,    0,   10,   30,   20,   60,    0,    0
  260,20210422,   21,   35,     ,   12,    0,    0,  350,   10,   10,   40,    0,    0
  260,20210422,   22,   21,     ,   13,    0,    0,  300,   10,   10,   20,    0,    0
  260,20210422,   23,   10,     ,    4,    0,    0,  310,   10,   10,   20,    0,    0
  260,20210422,   24,    6,  -34,    3,    0,    0,  330,   10,   10,   20,    0,    0
  260,20210423,    1,   -1,     ,   -3,    0,    0,  290,   10,   10,   10,    0,    0
  260,20210423,    2,   -5,     ,   -6,    0,    0,    0,    0,    0,   30,    0,    0
  260,20210423,    3,  -11,     ,  -12,    0,    0,  330,   10,   10,   10,    0,    0
  260,20210423,    4,  -12,     ,  -15,    0,    0,  330,   10,   10,   20,    0,    0
  260,20210423,    5,   -9,     ,  -13,    0,    0,  320,   10,   20,   20,    0,    4
  260,20210423,    6,   32,  -53,    9,    0,    0,  320,   10,   10,   20,   10,   42
  260,20210423,    7,   67,     ,   14,    0,    0,  330,   20,   20,   40,   10,  103
  260,20210423,    8,   75,     ,   16,    0,    0,  340,   30,   30,   50,   10,  145
  260,20210423,    9,   89,     ,   17,    0,    0,  320,   30,   30,   60,   10,  198
  260,20210423,   10,  107,     ,   25,    0,    0,  330,   30,   30,   60,   10,  250
  260,20210423,   11,  111,     ,   21,    0,    0,  330,   30,   40,   70,   10,  279
  260,20210423,   12,  120,   24,   17,    0,    0,  340,   40,   30,   70,   10,  290
  260,20210423,   13,  124,     ,   25,    0,    0,  340,   40,   40,   70,   10,  283
  260,20210423,   14,  127,     ,   10,    0,    0,  340,   40,   50,   80,   10,  258
  260,20210423,   15,  129,     ,    7,    0,    0,   10,   40,   40,   80,   10,  221
  260,20210423,   16,  127,     ,    4,    0,    0,   10,   40,   40,   80,   10,  170
  260,20210423,   17,  118,     ,   19,    0,    0,   30,   50,   50,   80,   10,  111
  260,20210423,   18,  108,  101,   28,    0,    0,   20,   40,   40,   70,   10,   52
  260,20210423,   19,   91,     ,   28,    0,    0,   20,   40,   30,   70,    2,    6
  260,20210423,   20,   80,     ,   30,    0,    0,   20,   40,   30,   70,    0,    0
  260,20210423,   21,   73,     ,   34,    0,    0,   20,   30,   40,   50,    0,    0
  260,20210423,   22,   66,     ,   35,    0,    0,   20,   30,   30,   50,    0,    0
  260,20210423,   23,   51,     ,   28,    0,    0,   40,   30,   30,   40,    0,    0
  260,20210423,   24,   45,    2,   25,    0,    0,   30,   20,   20,   30,    0,    0
  260,20210424,    1,   22,     ,   14,    0,    0,   40,   10,   10,   30,    0,    0
  260,20210424,    2,   33,     ,   22,    0,    0,   30,   10,   20,   30,    0,    0
  260,20210424,    3,   15,     ,   13,    0,    0,   20,   10,   10,   20,    0,    0
  260,20210424,    4,    7,     ,    4,    0,    0,   20,   10,   10,   20,    0,    0
  260,20210424,    5,    8,     ,    5,    0,    0,   20,   10,   10,   10,    2,    4
  260,20210424,    6,   41,  -29,   15,    0,    0,   30,   10,   20,   20,    8,   36
  260,20210424,    7,   71,     ,   15,    0,    0,   50,   20,   20,   30,    9,   86
  260,20210424,    8,   86,     ,   15,    0,    0,   50,   40,   40,   60,    9,  151
  260,20210424,    9,   97,     ,   22,    0,    0,   40,   40,   40,   70,    9,  192
  260,20210424,   10,  108,     ,   19,    0,    0,   20,   40,   50,   80,    8,  218
  260,20210424,   11,  117,     ,   14,    0,    0,   10,   40,   40,   80,    8,  240
  260,20210424,   12,  112,   37,   26,    0,    0,   10,   40,   50,   90,    4,  203
  260,20210424,   13,  112,     ,   26,    0,    0,   40,   50,   50,   80,    0,  144
  260,20210424,   14,  118,     ,   19,    0,    0,   20,   50,   50,   80,    0,  128
  260,20210424,   15,  130,     ,    2,    0,    0,   30,   40,   50,   90,    6,  167
  260,20210424,   16,  127,     ,   -5,    0,    0,   40,   60,   60,  100,   10,  158
  260,20210424,   17,  110,     ,  -22,    0,    0,   30,   60,   70,  110,    8,   85
  260,20210424,   18,  106,   96,  -11,    0,    0,   40,   50,   50,   80,   10,   48
  260,20210424,   19,   92,     ,  -10,    0,    0,   20,   50,   30,  100,    2,   13
  260,20210424,   20,   79,     ,  -13,    0,    0,   30,   40,   40,   70,    0,    0
  260,20210424,   21,   66,     ,   -5,    0,    0,   30,   40,   40,   70,    0,    0
  260,20210424,   22,   59,     ,   13,    0,    0,   30,   40,   40,   70,    0,    0
  260,20210424,   23,   50,     ,   13,    0,    0,   30,   30,   20,   60,    0,    0
  260,20210424,   24,   54,   23,   15,    0,    0,   30,   20,   10,   40,    0,    0
  260,20210425,    1,   48,     ,   15,    0,    0,   30,   10,   10,   30,    0,    0
  260,20210425,    2,   54,     ,   15,    0,    0,   30,   20,   20,   30,    0,    0
  260,20210425,    3,   56,     ,   12,    0,    0,   40,   20,   20,   40,    0,    0
  260,20210425,    4,   59,     ,    1,    0,    0,   20,   20,   30,   60,    0,    0
  260,20210425,    5,   55,     ,   -5,    0,    0,   40,   40,   40,   80,    0,    2
  260,20210425,    6,   56,    9,   -5,    0,    0,   40,   30,   20,   60,    0,   12
  260,20210425,    7,   61,     ,   -4,    0,    0,   30,   40,   40,   80,    0,   30
  260,20210425,    8,   65,     ,   -4,    0,    0,   30,   40,   40,   90,    0,   59
  260,20210425,    9,   72,     ,    4,    0,    0,   40,   50,   50,   80,    0,   88
  260,20210425,   10,   78,     ,    4,    0,    0,   20,   50,   40,   80,    0,  104
  260,20210425,   11,   83,     ,    6,    0,    0,   30,   40,   50,   80,    0,  134
  260,20210425,   12,   88,   54,    4,    0,    0,   20,   40,   50,   80,    2,  179
  260,20210425,   13,   93,     ,    4,    0,    0,   60,   40,   40,   70,    4,  194
  260,20210425,   14,   98,     ,    2,    0,    0,   40,   40,   40,   70,   10,  269
  260,20210425,   15,  106,     ,    8,    0,    0,   30,   40,   40,   70,   10,  216
  260,20210425,   16,   98,     ,    3,    0,    0,   40,   40,   50,   80,   10,  171
  260,20210425,   17,   93,     ,    1,    0,    0,   10,   40,   40,   80,   10,  115
  260,20210425,   18,   86,   80,    6,    0,    0,   20,   50,   40,   90,   10,   56
  260,20210425,   19,   75,     ,   10,    0,    0,  350,   40,   40,   80,    3,   11
  260,20210425,   20,   67,     ,   11,    0,    0,  360,   30,   30,   60,    0,    0
  260,20210425,   21,   62,     ,   12,    0,    0,   10,   30,   40,   70,    0,    0
  260,20210425,   22,   54,     ,    6,    0,    0,   20,   40,   30,   80,    0,    0
  260,20210425,   23,   46,     ,    6,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210425,   24,   39,   20,    6,    0,    0,   20,   30,   30,   60,    0,    0
  260,20210426,    1,   33,     ,    6,    0,    0,   10,   30,   30,   40,    0,    0
  260,20210426,    2,   29,     ,    6,    0,    0,   10,   30,   30,   50,    0,    0
  260,20210426,    3,   25,     ,    5,    0,    0,   10,   20,   30,   40,    0,    0
  260,20210426,    4,   22,     ,    4,    0,    0,   20,   30,   20,   50,    0,    0
  260,20210426,    5,   23,     ,    6,    0,    0,   20,   20,   20,   40,    2,    6
  260,20210426,    6,   42,   -6,    5,    0,    0,   30,   20,   30,   50,   10,   45
  260,20210426,    7,   61,     ,    5,    0,    0,   30,   40,   40,   60,   10,  104
  260,20210426,    8,   76,     ,    5,    0,    0,   30,   40,   40,   60,   10,  164
  260,20210426,    9,   90,     ,    5,    0,    0,   40,   40,   40,   70,   10,  218
  260,20210426,   10,  102,     ,    9,    0,    0,   40,   30,   30,   60,   10,  258
  260,20210426,   11,  110,     ,   -8,    0,    0,  360,   30,   20,   60,   10,  283
  260,20210426,   12,  116,   43,    2,    0,    0,   50,   30,   20,   60,   10,  296
  260,20210426,   13,  121,     ,    6,    0,    0,   30,   30,   40,   70,   10,  291
  260,20210426,   14,  118,     ,   -4,    0,    0,   10,   40,   40,   80,   10,  267
  260,20210426,   15,  116,     ,    0,    0,    0,   20,   50,   50,   90,   10,  229
  260,20210426,   16,  113,     ,    2,    0,    0,   20,   50,   50,  100,   10,  170
  260,20210426,   17,  108,     ,    9,    0,    0,   20,   50,   50,   90,   10,  113
  260,20210426,   18,   97,   92,   16,    0,    0,   10,   50,   50,   80,    8,   44
  260,20210426,   19,   83,     ,   17,    0,    0,   20,   50,   50,   80,    3,    9
  260,20210426,   20,   74,     ,   10,    0,    0,   30,   40,   40,   70,    0,    0
  260,20210426,   21,   63,     ,    7,    0,    0,   40,   40,   40,   60,    0,    0
  260,20210426,   22,   53,     ,    3,    0,    0,   40,   40,   40,   60,    0,    0
  260,20210426,   23,   45,     ,    0,    0,    0,   50,   40,   40,   70,    0,    0
  260,20210426,   24,   38,   15,   -3,    0,    0,   50,   40,   30,   60,    0,    0
  260,20210427,    1,   30,     ,   -5,    0,    0,   40,   20,   30,   40,    0,    0
  260,20210427,    2,   27,     ,   -9,    0,    0,   40,   30,   30,   50,    0,    0
  260,20210427,    3,   21,     ,  -11,    0,    0,   50,   20,   20,   50,    0,    0
  260,20210427,    4,   13,     ,  -12,    0,    0,   50,   20,   20,   40,    0,    0
  260,20210427,    5,   16,     ,  -10,    0,    0,   60,   20,   20,   30,    2,    7
  260,20210427,    6,   43,  -17,    0,    0,    0,   80,   20,   20,   40,   10,   51
  260,20210427,    7,   61,     ,   -1,    0,    0,   80,   20,   20,   30,    5,   77
  260,20210427,    8,   85,     ,   -1,    0,    0,   80,   20,   20,   30,    3,  104
  260,20210427,    9,  111,     ,   -1,    0,    0,  100,   30,   20,   50,    8,  187
  260,20210427,   10,  131,     ,  -10,    0,    0,  100,   30,   50,   80,   10,  256
  260,20210427,   11,  137,     ,   -6,    0,    0,  110,   50,   50,   80,   10,  283
  260,20210427,   12,  140,   55,   -8,    0,    0,  130,   50,   50,   80,   10,  294
  260,20210427,   13,  149,     ,   -2,    0,    0,  150,   40,   40,   80,   10,  287
  260,20210427,   14,  152,     ,   -6,    0,    0,  110,   40,   40,  100,   10,  261
  260,20210427,   15,  152,     ,  -15,    0,    0,   70,   30,   40,   70,   10,  223
  260,20210427,   16,  147,     ,  -23,    0,    0,   80,   40,   40,   80,   10,  173
  260,20210427,   17,  142,     ,  -23,    0,    0,   90,   40,   40,   70,   10,  115
  260,20210427,   18,  131,  120,  -33,    0,    0,   70,   40,   40,   70,   10,   57
  260,20210427,   19,  111,     ,  -30,    0,    0,   70,   40,   30,   60,    3,    9
  260,20210427,   20,   97,     ,  -32,    0,    0,   50,   30,   30,   60,    0,    0
  260,20210427,   21,   88,     ,  -33,    0,    0,   40,   30,   30,   40,    0,    0
  260,20210427,   22,   77,     ,  -32,    0,    0,   50,   30,   30,   50,    0,    0
  260,20210427,   23,   74,     ,  -32,    0,    0,   60,   30,   30,   50,    0,    0
  260,20210427,   24,   66,   24,  -29,    0,    0,   50,   30,   30,   50,    0,    0
  260,20210428,    1,   61,     ,  -24,    0,    0,   30,   30,   30,   50,    0,    0
  260,20210428,    2,   58,     ,  -27,    0,    0,   40,   40,   40,   60,    0,    0
  260,20210428,    3,   51,     ,  -25,    0,    0,   40,   40,   40,   60,    0,    0
  260,20210428,    4,   43,     ,  -28,    0,    0,   40,   40,   30,   60,    0,    0
